Temperature[C],Humidity[%],TVOC[ppb],eCO2[ppm],Raw H2,Raw Ethanol,Pressure[hPa],PM1.0,PM2.5,NC0.5,NC1.0,NC2.5,CNT,Fire Alarm
24.41,53.99,1191,413,12920,19424,938.72,1.77,1.84,12.18,1.899,0.043,19679,1
24.38,54.03,1216,400,12920,19427,938.719,1.76,1.83,12.13,1.891,0.043,19680,1
25.62,54.09,1141,400,12937,19438,938.729,1.74,1.81,11.96,1.865,0.042,19681,1
25.96,53.25,1153,400,12938,19438,938.732,1.72,1.79,11.84,1.847,0.042,19682,1
26.13,52.37,1120,400,12936,19442,938.722,1.69,1.76,11.63,1.813,0.041,19683,1
26.26,51.53,1149,400,12936,19438,938.717,1.68,1.74,11.53,1.798,0.041,19684,1
26.36,50.86,1143,400,12939,19441,938.711,1.66,1.72,11.41,1.779,0.04,19685,1
26.44,50.33,1132,400,12937,19441,938.716,1.66,1.72,11.42,1.781,0.04,19686,1
26.51,49.91,1178,400,12931,19439,938.721,1.66,1.72,11.4,1.777,0.04,19687,1
26.57,49.55,1182,400,12931,19438,938.727,1.65,1.72,11.37,1.773,0.04,19688,1
26.63,49.25,1172,401,12926,19432,938.72,1.64,1.7,11.29,1.76,0.04,19689,1
26.65,49.03,1149,400,12931,19437,938.719,1.66,1.72,11.42,1.781,0.04,19690,1
26.68,48.83,1216,407,12930,19439,938.711,1.69,1.76,11.65,1.817,0.041,19691,1
26.75,48.63,1164,400,12929,19431,938.706,1.75,1.82,12.04,1.877,0.042,19692,1
26.78,48.52,1231,415,12922,19421,938.716,1.77,1.83,12.15,1.895,0.043,19693,1
26.81,48.41,1197,418,12927,19426,938.71,1.82,1.89,12.5,1.949,0.044,19694,1
26.83,48.29,1163,400,12934,19434,938.713,1.83,1.9,12.57,1.959,0.044,19695,1
26.85,48.22,1187,405,12928,19429,938.706,1.81,1.88,12.45,1.942,0.044,19696,1
26.88,48.09,1163,400,12926,19437,938.711,1.8,1.87,12.41,1.934,0.044,19697,1
26.91,48.04,1161,400,12932,19436,938.705,1.79,1.86,12.32,1.921,0.043,19698,1
26.94,47.96,1140,400,12935,19439,938.703,1.78,1.85,12.23,1.907,0.043,19699,1
26.94,47.95,1145,400,12933,19438,938.702,1.76,1.83,12.11,1.889,0.043,19700,1
26.96,47.84,1189,404,12927,19434,938.704,1.77,1.84,12.21,1.904,0.043,19701,1
26.96,47.78,1147,400,12932,19436,938.707,1.77,1.84,12.21,1.904,0.043,19702,1
27.01,47.74,1172,400,12927,19441,938.704,1.77,1.84,12.18,1.899,0.043,19703,1
27.02,47.73,1176,400,12926,19440,938.699,1.74,1.81,11.98,1.868,0.042,19704,1
27.02,47.65,1180,405,12925,19435,938.694,1.74,1.81,11.99,1.869,0.042,19705,1
27.05,47.58,1182,406,12928,19435,938.691,1.71,1.78,11.76,1.834,0.041,19706,1
27.08,47.58,1186,405,12927,19433,938.702,1.7,1.77,11.71,1.826,0.041,19707,1
27.08,47.51,1149,400,12927,19438,938.699,1.69,1.76,11.65,1.817,0.041,19708,1
27.08,47.48,1143,400,12926,19439,938.694,1.69,1.76,11.64,1.815,0.041,19709,1
27.09,47.46,1168,401,12924,19431,938.703,1.71,1.78,11.76,1.834,0.041,19710,1
25.95,47.46,1308,434,12910,19404,938.702,1.73,1.8,11.93,1.86,0.042,19711,1
25.53,48.18,1251,431,12915,19415,938.701,1.74,1.81,11.99,1.87,0.042,19712,1
25.33,49.06,1239,422,12916,19423,938.696,1.75,1.82,12.08,1.883,0.043,19713,1
25.22,49.84,1224,421,12917,19419,938.696,1.77,1.84,12.16,1.896,0.043,19714,1
25.14,50.52,1272,437,12912,19401,938.704,1.78,1.85,12.27,1.913,0.043,19715,1
25.03,51.03,1220,412,12915,19421,938.706,1.8,1.87,12.41,1.935,0.044,19716,1
24.98,51.45,1264,424,12915,19420,938.717,1.82,1.89,12.54,1.955,0.044,19717,1
24.9,51.82,1207,415,12920,19429,938.722,1.8,1.87,12.4,1.934,0.044,19718,1
24.87,52.1,1178,405,12924,19433,938.709,1.77,1.84,12.16,1.896,0.043,19719,1
24.83,52.35,1189,410,12921,19434,938.709,1.76,1.82,12.09,1.885,0.043,19720,1
24.79,52.54,1176,405,12928,19427,938.716,1.82,1.89,12.51,1.951,0.044,19721,1
24.75,52.73,1210,402,12926,19427,938.721,1.86,1.94,12.82,1.999,0.045,19722,1
24.72,52.86,1168,401,12927,19438,938.716,1.94,2.02,13.38,2.087,0.047,19723,1
24.69,52.98,1203,404,12917,19428,938.721,1.99,2.07,13.69,2.135,0.048,19724,1
24.66,53.11,1203,412,12928,19430,938.717,2.02,2.1,13.92,2.17,0.049,19725,1
24.65,53.19,1195,406,12926,19432,938.72,2.01,2.09,13.87,2.162,0.049,19726,1
24.62,53.31,1193,406,12923,19433,938.712,1.96,2.04,13.51,2.106,0.048,19727,1
24.59,53.36,1226,404,12923,19435,938.699,1.92,2,13.22,2.062,0.047,19728,1
24.58,53.42,1251,412,12919,19428,938.705,1.89,1.97,13.02,2.03,0.046,19729,1
24.55,53.54,1233,420,12920,19420,938.707,1.83,1.9,12.6,1.964,0.044,19730,1
24.54,53.57,1218,400,12924,19426,938.716,1.8,1.87,12.38,1.931,0.044,19731,1
24.51,53.61,1208,403,12920,19430,938.706,1.75,1.81,12.01,1.873,0.042,19732,1
24.51,53.7,1208,400,12924,19421,938.702,1.74,1.81,12,1.872,0.042,19733,1
24.49,53.73,1201,401,12929,19430,938.698,1.75,1.82,12.03,1.875,0.042,19734,1
24.47,53.77,1210,410,12921,19423,938.697,1.74,1.81,12.01,1.873,0.042,19735,1
24.48,53.82,1207,404,12920,19425,938.709,1.79,1.86,12.3,1.918,0.043,19736,1
24.44,53.85,1249,415,12926,19421,938.702,1.8,1.87,12.38,1.93,0.044,19737,1
24.45,53.93,1216,409,12921,19422,938.706,1.78,1.85,12.28,1.915,0.043,19738,1
24.43,53.95,1222,407,12925,19426,938.726,1.76,1.83,12.15,1.894,0.043,19739,1
24.43,53.99,1186,408,12925,19425,938.722,1.77,1.84,12.22,1.905,0.043,19740,1
25.64,54.01,1143,400,12939,19446,938.714,1.79,1.85,12.29,1.916,0.043,19741,1
25.99,53.27,1117,400,12940,19449,938.717,1.76,1.83,12.1,1.886,0.043,19742,1
26.18,52.35,1163,400,12938,19444,938.72,1.74,1.81,11.98,1.868,0.042,19743,1
26.3,51.44,1178,400,12936,19436,938.714,1.71,1.78,11.79,1.839,0.042,19744,1
26.4,50.81,1184,400,12932,19434,938.71,1.68,1.75,11.58,1.806,0.041,19745,1
26.47,50.26,1191,400,12932,19431,938.703,1.6,1.67,11.03,1.721,0.039,19746,1
26.5,49.81,1214,400,12924,19424,938.707,1.57,1.63,10.83,1.689,0.038,19747,1
26.56,49.47,1189,400,12932,19430,938.694,1.51,1.57,10.41,1.623,0.037,19748,1
26.63,49.19,1172,400,12930,19429,938.701,1.49,1.55,10.26,1.6,0.036,19749,1
26.67,49.03,1172,400,12931,19438,938.706,1.47,1.53,10.14,1.581,0.036,19750,1
26.72,48.78,1149,400,12937,19439,938.706,1.47,1.52,10.09,1.574,0.036,19751,1
26.72,48.64,1176,400,12930,19439,938.706,1.46,1.52,10.05,1.568,0.035,19752,1
26.77,48.52,1134,400,12938,19443,938.705,1.43,1.49,9.87,1.539,0.035,19753,1
26.81,48.4,1199,401,12926,19429,938.7,1.44,1.5,9.93,1.549,0.035,19754,1
26.84,48.26,1164,400,12933,19429,938.708,1.44,1.5,9.93,1.549,0.035,19755,1
26.85,48.19,1134,400,12934,19444,938.703,1.44,1.49,9.89,1.542,0.035,19756,1
26.88,48.1,1155,400,12928,19439,938.711,1.46,1.52,10.07,1.57,0.035,19757,1
26.9,48.01,1170,400,12929,19436,938.702,1.47,1.53,10.11,1.577,0.036,19758,1
26.95,47.95,1195,400,12921,19428,938.698,1.48,1.54,10.17,1.586,0.036,19759,1
26.95,47.92,1191,408,12924,19428,938.702,1.48,1.54,10.19,1.59,0.036,19760,1
26.96,47.87,1199,400,12924,19431,938.706,1.46,1.52,10.04,1.566,0.035,19761,1
26.99,47.76,1182,407,12923,19427,938.707,1.46,1.52,10.04,1.566,0.035,19762,1
27.02,47.71,1197,401,12923,19428,938.699,1.43,1.48,9.81,1.53,0.035,19763,1
27.04,47.71,1157,400,12931,19436,938.699,1.4,1.46,9.66,1.506,0.034,19764,1
27.02,47.62,1199,405,12924,19428,938.697,1.4,1.46,9.64,1.504,0.034,19765,1
27.06,47.61,1159,400,12935,19434,938.694,1.42,1.48,9.79,1.527,0.034,19766,1
27.08,47.54,1197,408,12929,19431,938.689,1.44,1.49,9.88,1.541,0.035,19767,1
27.08,47.5,1193,401,12930,19433,938.696,1.44,1.49,9.9,1.543,0.035,19768,1
27.12,47.47,1243,401,12925,19425,938.71,1.46,1.51,10.03,1.564,0.035,19769,1
27.11,47.39,1176,400,12931,19430,938.704,1.49,1.55,10.28,1.603,0.036,19770,1
25.96,47.42,1253,417,12918,19417,938.705,1.52,1.57,10.43,1.626,0.037,19771,1
25.53,48.14,1289,426,12915,19408,938.703,1.55,1.61,10.69,1.667,0.038,19772,1
25.38,49.06,1272,417,12917,19415,938.704,1.58,1.64,10.86,1.693,0.038,19773,1
25.22,49.82,1253,424,12922,19415,938.711,1.62,1.68,11.12,1.734,0.039,19774,1
25.14,50.44,1224,408,12916,19414,938.715,1.63,1.69,11.23,1.751,0.04,19775,1
25.07,50.97,1249,409,12924,19422,938.713,1.64,1.7,11.28,1.758,0.04,19776,1
25,51.4,1260,418,12921,19415,938.708,1.65,1.71,11.32,1.766,0.04,19777,1
24.96,51.75,1220,413,12923,19417,938.712,1.66,1.72,11.42,1.78,0.04,19778,1
24.9,52.03,1277,413,12929,19407,938.714,1.68,1.74,11.56,1.802,0.041,19779,1
24.83,52.32,1233,404,12923,19426,938.71,1.7,1.76,11.68,1.822,0.041,19780,1
24.82,52.49,1208,403,12923,19426,938.707,1.73,1.79,11.88,1.853,0.042,19781,1
24.78,52.68,1231,400,12925,19424,938.71,1.74,1.81,11.99,1.869,0.042,19782,1
24.73,52.82,1245,410,12919,19417,938.698,1.75,1.82,12.03,1.875,0.042,19783,1
24.71,52.94,1195,400,12927,19427,938.708,1.78,1.85,12.27,1.913,0.043,19784,1
24.69,53.05,1233,404,12927,19416,938.715,1.79,1.86,12.3,1.918,0.043,19785,1
24.65,53.14,1245,415,12926,19415,938.72,1.78,1.85,12.23,1.907,0.043,19786,1
24.64,53.23,1249,408,12923,19421,938.728,1.77,1.83,12.16,1.895,0.043,19787,1
24.59,53.32,1258,409,12919,19415,938.731,1.76,1.83,12.14,1.893,0.043,19788,1
24.58,53.4,1226,401,12925,19423,938.731,1.77,1.84,12.18,1.899,0.043,19789,1
24.55,53.46,1237,408,12924,19416,938.725,1.76,1.82,12.09,1.885,0.043,19790,1
24.55,53.57,1174,400,12926,19430,938.721,1.72,1.78,11.81,1.841,0.042,19791,1
24.52,53.63,1186,400,12930,19431,938.723,1.7,1.77,11.73,1.83,0.041,19792,1
24.49,53.7,1210,400,12926,19434,938.737,1.67,1.73,11.49,1.792,0.04,19793,1
24.49,53.73,1180,405,12929,19434,938.737,1.65,1.72,11.38,1.775,0.04,19794,1
24.47,53.79,1184,410,12927,19429,938.728,1.63,1.7,11.25,1.754,0.04,19795,1
24.45,53.83,1182,401,12921,19427,938.716,1.64,1.7,11.25,1.755,0.04,19796,1
24.44,53.9,1216,404,12929,19437,938.72,1.7,1.77,11.72,1.827,0.041,19797,1
24.43,53.94,1233,411,12922,19429,938.72,1.74,1.8,11.96,1.864,0.042,19798,1
24.44,53.98,1189,406,12928,19430,938.717,1.79,1.86,12.3,1.917,0.043,19799,1
24.4,54.02,1197,402,12925,19428,938.704,1.78,1.85,12.26,1.912,0.043,19800,1
25.62,54.1,1092,400,12938,19453,938.713,1.77,1.83,12.15,1.895,0.043,19801,1
25.99,53.28,1109,400,12937,19455,938.709,1.76,1.82,12.09,1.885,0.043,19802,1
26.16,52.42,1107,400,12940,19449,938.723,1.8,1.87,12.38,1.93,0.044,19803,1
26.25,51.53,1140,400,12929,19444,938.714,1.82,1.89,12.52,1.952,0.044,19804,1
26.37,50.85,1164,400,12931,19438,938.72,1.86,1.93,12.81,1.997,0.045,19805,1
26.44,50.33,1149,400,12932,19441,938.714,1.89,1.96,13,2.027,0.046,19806,1
26.51,49.88,1174,400,12926,19444,938.709,1.88,1.95,12.91,2.013,0.045,19807,1
26.56,49.51,1159,400,12932,19447,938.713,1.87,1.95,12.89,2.01,0.045,19808,1
26.61,49.26,1164,400,12933,19442,938.713,1.88,1.95,12.93,2.016,0.046,19809,1
26.67,49.01,1186,401,12929,19438,938.707,1.9,1.97,13.08,2.04,0.046,19810,1
26.71,48.85,1163,400,12936,19450,938.694,1.9,1.97,13.07,2.039,0.046,19811,1
26.72,48.68,1163,400,12929,19438,938.7,1.87,1.94,12.84,2.003,0.045,19812,1
26.77,48.54,1145,400,12932,19439,938.706,1.85,1.92,12.75,1.988,0.045,19813,1
26.8,48.39,1126,400,12934,19447,938.703,1.8,1.87,12.4,1.933,0.044,19814,1
26.83,48.3,1126,400,12933,19443,938.715,1.79,1.86,12.31,1.92,0.043,19815,1
26.87,48.22,1149,400,12934,19446,938.713,1.76,1.82,12.09,1.885,0.043,19816,1
26.88,48.15,1130,400,12933,19446,938.702,1.75,1.82,12.06,1.88,0.042,19817,1
26.9,48.06,1172,400,12929,19441,938.698,1.8,1.87,12.39,1.932,0.044,19818,1
26.92,47.97,1159,404,12934,19447,938.706,1.82,1.89,12.49,1.948,0.044,19819,1
26.94,47.94,1159,400,12927,19441,938.717,1.82,1.89,12.54,1.956,0.044,19820,1
26.96,47.87,1136,400,12928,19448,938.724,1.85,1.93,12.76,1.989,0.045,19821,1
26.96,47.84,1161,400,12932,19444,938.718,1.87,1.95,12.9,2.012,0.045,19822,1
26.98,47.79,1140,400,12930,19445,938.721,1.88,1.95,12.92,2.014,0.045,19823,1
27.01,47.7,1166,406,12929,19438,938.727,1.87,1.94,12.87,2.007,0.045,19824,1
27.02,47.68,1115,400,12933,19451,938.73,1.86,1.93,12.81,1.998,0.045,19825,1
27.05,47.67,1153,401,12929,19442,938.738,1.85,1.92,12.74,1.987,0.045,19826,1
27.05,47.61,1147,409,12932,19445,938.737,1.87,1.94,12.88,2.009,0.045,19827,1
27.09,47.56,1163,400,12926,19440,938.726,1.88,1.95,12.93,2.017,0.046,19828,1
27.08,47.54,1163,400,12929,19439,938.73,1.88,1.96,12.96,2.021,0.046,19829,1
27.09,47.53,1178,403,12927,19428,938.724,1.88,1.96,12.95,2.02,0.046,19830,1
25.92,47.44,1268,433,12916,19412,938.722,1.86,1.93,12.77,1.992,0.045,19831,1
25.5,48.23,1228,426,12916,19413,938.72,1.83,1.9,12.62,1.968,0.044,19832,1
25.33,49.12,1247,426,12916,19409,938.721,1.81,1.88,12.46,1.943,0.044,19833,1
25.22,49.9,1231,423,12919,19422,938.724,1.8,1.87,12.4,1.933,0.044,19834,1
25.12,50.54,1254,417,12915,19419,938.724,1.79,1.85,12.29,1.916,0.043,19835,1
25.05,51.03,1256,424,12920,19420,938.718,1.76,1.83,12.14,1.893,0.043,19836,1
24.96,51.51,1231,416,12919,19419,938.721,1.73,1.8,11.93,1.86,0.042,19837,1
24.9,51.85,1212,415,12919,19425,938.721,1.71,1.78,11.8,1.839,0.042,19838,1
24.89,52.13,1201,412,12917,19421,938.72,1.67,1.74,11.51,1.795,0.041,19839,1
24.82,52.38,1245,415,12920,19428,938.73,1.64,1.7,11.26,1.756,0.04,19840,1
24.79,52.58,1210,412,12920,19421,938.727,1.56,1.62,10.73,1.672,0.038,19841,1
24.73,52.74,1182,411,12926,19436,938.729,1.51,1.57,10.4,1.621,0.037,19842,1
24.71,52.88,1180,413,12927,19430,938.732,1.46,1.52,10.07,1.57,0.035,19843,1
24.65,53.03,1172,414,12928,19437,938.721,1.46,1.51,10.02,1.562,0.035,19844,1
24.66,53.14,1193,408,12927,19434,938.727,1.45,1.51,10,1.56,0.035,19845,1
24.62,53.24,1208,417,12923,19437,938.72,1.46,1.52,10.07,1.571,0.035,19846,1
24.58,53.35,1182,409,12919,19431,938.718,1.51,1.56,10.37,1.616,0.037,19847,1
24.57,53.42,1166,417,12924,19427,938.723,1.52,1.58,10.47,1.633,0.037,19848,1
24.55,53.52,1203,406,12924,19431,938.716,1.55,1.61,10.66,1.663,0.038,19849,1
24.54,53.55,1210,415,12924,19434,938.713,1.56,1.62,10.75,1.677,0.038,19850,1
24.52,53.63,1191,413,12926,19433,938.721,1.58,1.64,10.87,1.695,0.038,19851,1
24.49,53.68,1207,415,12922,19425,938.725,1.64,1.71,11.32,1.765,0.04,19852,1
24.51,53.78,1207,415,12925,19431,938.723,1.69,1.75,11.61,1.81,0.041,19853,1
24.47,53.81,1176,406,12927,19440,938.716,1.75,1.82,12.04,1.877,0.042,19854,1
24.45,53.85,1230,418,12922,19417,938.71,1.76,1.83,12.14,1.894,0.043,19855,1
24.44,53.88,1237,411,12921,19428,938.723,1.77,1.84,12.19,1.901,0.043,19856,1
24.41,53.93,1233,417,12924,19426,938.72,1.77,1.84,12.21,1.903,0.043,19857,1
24.4,53.99,1203,405,12924,19429,938.716,1.76,1.83,12.12,1.89,0.043,19858,1
24.4,54.04,1205,412,12924,19429,938.722,1.76,1.83,12.09,1.886,0.043,19859,1
24.4,54.03,1163,400,12932,19439,938.725,1.72,1.78,11.81,1.842,0.042,19860,1
25.6,54.1,1101,400,12940,19449,938.72,1.69,1.76,11.63,1.814,0.041,19861,1
25.99,53.31,1138,400,12941,19446,938.719,1.63,1.69,11.19,1.746,0.039,19862,1
26.15,52.41,1132,400,12935,19442,938.717,1.62,1.68,11.15,1.739,0.039,19863,1
26.29,51.51,1138,400,12934,19441,938.725,1.66,1.72,11.43,1.782,0.04,19864,1
26.39,50.9,1128,400,12936,19448,938.722,1.66,1.73,11.46,1.787,0.04,19865,1
26.43,50.37,1145,400,12931,19441,938.717,1.7,1.77,11.69,1.823,0.041,19866,1
26.5,49.9,1157,400,12926,19438,938.73,1.7,1.76,11.68,1.822,0.041,19867,1
26.57,49.6,1134,400,12937,19443,938.719,1.69,1.76,11.63,1.813,0.041,19868,1
26.63,49.25,1166,400,12932,19436,938.714,1.68,1.74,11.54,1.799,0.041,19869,1
26.65,49.02,1205,401,12927,19427,938.732,1.66,1.73,11.45,1.785,0.04,19870,1
26.69,48.85,1151,400,12933,19436,938.732,1.63,1.7,11.25,1.754,0.04,19871,1
26.72,48.63,1195,400,12925,19427,938.733,1.63,1.7,11.23,1.751,0.04,19872,1
26.78,48.5,1186,400,12930,19438,938.73,1.64,1.7,11.27,1.758,0.04,19873,1
26.81,48.39,1147,400,12933,19445,938.734,1.64,1.7,11.27,1.757,0.04,19874,1
26.84,48.35,1163,400,12928,19440,938.727,1.61,1.68,11.1,1.73,0.039,19875,1
26.85,48.22,1174,400,12929,19443,938.718,1.59,1.65,10.95,1.707,0.039,19876,1
26.85,48.11,1170,400,12926,19428,938.714,1.55,1.61,10.68,1.665,0.038,19877,1
26.91,48.03,1189,400,12929,19434,938.711,1.55,1.61,10.64,1.659,0.037,19878,1
26.92,47.97,1163,400,12931,19452,938.717,1.52,1.57,10.43,1.627,0.037,19879,1
26.95,47.94,1155,400,12927,19443,938.717,1.52,1.57,10.43,1.627,0.037,19880,1
26.98,47.85,1195,401,12929,19439,938.712,1.53,1.59,10.52,1.64,0.037,19881,1
26.98,47.78,1168,408,12926,19431,938.709,1.54,1.6,10.6,1.652,0.037,19882,1
26.99,47.71,1176,401,12932,19439,938.721,1.55,1.61,10.69,1.667,0.038,19883,1
26.99,47.7,1193,400,12928,19433,938.735,1.55,1.61,10.67,1.664,0.038,19884,1
27.05,47.67,1218,404,12932,19434,938.748,1.53,1.59,10.53,1.643,0.037,19885,1
27.06,47.63,1201,406,12926,19429,938.749,1.54,1.6,10.58,1.65,0.037,19886,1
27.06,47.62,1186,408,12929,19432,938.748,1.56,1.62,10.74,1.674,0.038,19887,1
27.06,47.56,1138,400,12929,19431,938.75,1.56,1.62,10.73,1.674,0.038,19888,1
27.08,47.52,1155,400,12932,19435,938.748,1.58,1.65,10.9,1.699,0.038,19889,1
27.11,47.52,1220,407,12929,19432,938.743,1.61,1.67,11.05,1.723,0.039,19890,1
25.93,47.48,1254,426,12916,19417,938.738,1.62,1.69,11.16,1.741,0.039,19891,1
25.51,48.22,1281,438,12910,19410,938.732,1.62,1.68,11.16,1.74,0.039,19892,1
25.34,49.1,1247,432,12914,19415,938.721,1.62,1.69,11.17,1.743,0.039,19893,1
25.22,49.89,1239,424,12916,19426,938.724,1.63,1.69,11.21,1.748,0.039,19894,1
25.14,50.54,1230,411,12922,19422,938.721,1.61,1.67,11.08,1.728,0.039,19895,1
25.06,51.07,1247,424,12918,19417,938.727,1.55,1.61,10.68,1.665,0.038,19896,1
24.99,51.5,1216,411,12918,19419,938.735,1.53,1.59,10.53,1.642,0.037,19897,1
24.95,51.84,1251,417,12921,19418,938.737,1.48,1.54,10.21,1.592,0.036,19898,1
24.86,52.11,1222,418,12920,19416,938.752,1.47,1.52,10.09,1.574,0.036,19899,1
24.83,52.36,1239,425,12919,19424,938.746,1.43,1.48,9.83,1.534,0.035,19900,1
24.79,52.58,1208,404,12926,19427,938.748,1.41,1.46,9.7,1.512,0.034,19901,1
24.76,52.69,1224,413,12922,19428,938.752,1.39,1.44,9.55,1.489,0.034,19902,1
24.72,52.86,1230,417,12924,19427,938.765,1.39,1.45,9.58,1.494,0.034,19903,1
24.68,52.96,1235,421,12925,19434,938.756,1.42,1.47,9.74,1.519,0.034,19904,1
24.68,53.07,1189,406,12925,19425,938.748,1.41,1.46,9.7,1.513,0.034,19905,1
24.65,53.18,1191,414,12923,19422,938.753,1.39,1.44,9.56,1.491,0.034,19906,1
24.64,53.28,1203,406,12924,19432,938.749,1.4,1.45,9.63,1.501,0.034,19907,1
24.61,53.4,1193,404,12931,19431,938.744,1.41,1.46,9.69,1.51,0.034,19908,1
24.57,53.44,1218,414,12929,19432,938.743,1.4,1.46,9.64,1.503,0.034,19909,1
24.57,53.51,1222,410,12924,19424,938.747,1.39,1.44,9.55,1.489,0.034,19910,1
24.52,53.6,1186,406,12929,19438,938.736,1.39,1.44,9.55,1.489,0.034,19911,1
24.49,53.64,1195,405,12922,19421,938.744,1.4,1.45,9.61,1.498,0.034,19912,1
24.48,53.73,1222,407,12924,19432,938.75,1.46,1.52,10.07,1.57,0.035,19913,1
24.47,53.78,1251,415,12923,19423,938.745,1.48,1.54,10.19,1.589,0.036,19914,1
24.44,53.85,1247,420,12920,19419,938.745,1.47,1.53,10.13,1.58,0.036,19915,1
24.43,53.88,1186,408,12930,19432,938.747,1.47,1.52,10.09,1.574,0.036,19916,1
24.41,53.95,1166,400,12929,19427,938.742,1.46,1.51,10.03,1.565,0.035,19917,1
24.41,53.96,1186,400,12925,19431,938.741,1.46,1.52,10.07,1.57,0.035,19918,1
24.43,54.01,1178,401,12928,19434,938.736,1.48,1.54,10.22,1.593,0.036,19919,1
24.38,54.06,1207,410,12924,19429,938.737,1.49,1.55,10.27,1.601,0.036,19920,1
25.62,54.13,1124,400,12934,19447,938.743,1.49,1.55,10.25,1.598,0.036,19921,1
25.98,53.31,1097,400,12937,19441,938.743,1.49,1.55,10.24,1.597,0.036,19922,1
26.13,52.4,1128,400,12940,19447,938.737,1.49,1.54,10.23,1.595,0.036,19923,1
26.27,51.59,1163,400,12933,19437,938.737,1.49,1.55,10.28,1.602,0.036,19924,1
26.35,50.86,1147,400,12936,19450,938.723,1.52,1.57,10.43,1.627,0.037,19925,1
26.43,50.37,1174,400,12936,19437,938.733,1.52,1.58,10.49,1.635,0.037,19926,1
26.51,49.92,1140,400,12939,19443,938.74,1.53,1.59,10.52,1.64,0.037,19927,1
26.56,49.55,1164,400,12931,19436,938.742,1.54,1.6,10.6,1.652,0.037,19928,1
26.6,49.28,1193,400,12925,19428,938.736,1.54,1.6,10.61,1.655,0.037,19929,1
26.64,49.04,1174,400,12940,19438,938.736,1.55,1.61,10.66,1.663,0.038,19930,1
26.67,48.83,1186,400,12933,19434,938.743,1.56,1.62,10.75,1.676,0.038,19931,1
26.71,48.67,1189,403,12931,19427,938.749,1.58,1.64,10.86,1.694,0.038,19932,1
26.74,48.56,1212,400,12931,19437,938.749,1.58,1.64,10.89,1.699,0.038,19933,1
26.81,48.45,1205,400,12931,19423,938.738,1.59,1.65,10.96,1.709,0.039,19934,1
26.83,48.31,1180,400,12932,19437,938.734,1.59,1.65,10.95,1.708,0.039,19935,1
26.87,48.26,1184,401,12934,19432,938.742,1.57,1.63,10.82,1.688,0.038,19936,1
26.87,48.15,1157,400,12934,19436,938.748,1.57,1.63,10.82,1.687,0.038,19937,1
26.88,48.06,1224,407,12926,19423,938.75,1.6,1.67,11.04,1.722,0.039,19938,1
26.92,47.98,1224,400,12933,19438,938.751,1.62,1.69,11.18,1.743,0.039,19939,1
26.96,47.94,1178,408,12930,19434,938.748,1.62,1.68,11.12,1.734,0.039,19940,1
26.95,47.85,1176,403,12929,19430,938.747,1.62,1.68,11.16,1.741,0.039,19941,1
26.95,47.79,1193,410,12929,19424,938.737,1.64,1.7,11.28,1.759,0.04,19942,1
26.98,47.82,1212,407,12934,19439,938.732,1.65,1.72,11.36,1.772,0.04,19943,1
27.01,47.73,1164,400,12932,19433,938.74,1.66,1.73,11.45,1.786,0.04,19944,1
27.05,47.68,1155,400,12939,19440,938.743,1.69,1.75,11.62,1.812,0.041,19945,1
27.02,47.64,1161,400,12938,19444,938.754,1.73,1.8,11.92,1.858,0.042,19946,1
27.04,47.59,1151,400,12932,19442,938.756,1.73,1.8,11.9,1.856,0.042,19947,1
27.05,47.6,1176,402,12937,19440,938.75,1.72,1.79,11.87,1.85,0.042,19948,1
27.06,47.56,1205,405,12927,19433,938.741,1.72,1.78,11.81,1.841,0.042,19949,1
27.08,47.49,1174,400,12931,19433,938.756,1.71,1.77,11.74,1.831,0.041,19950,1
25.91,47.51,1239,419,12915,19419,938.756,1.68,1.74,11.55,1.802,0.041,19951,1
25.48,48.23,1260,423,12913,19413,938.76,1.65,1.71,11.34,1.769,0.04,19952,1
25.33,49.12,1251,425,12919,19419,938.756,1.63,1.69,11.19,1.745,0.039,19953,1
25.19,49.94,1224,415,12919,19417,938.763,1.65,1.72,11.37,1.774,0.04,19954,1
25.13,50.56,1228,415,12922,19429,938.765,1.71,1.77,11.74,1.831,0.041,19955,1
25.03,51.1,1208,422,12919,19427,938.758,1.72,1.79,11.83,1.844,0.042,19956,1
24.96,51.5,1230,415,12924,19421,938.756,1.74,1.81,11.96,1.865,0.042,19957,1
24.92,51.86,1184,408,12925,19428,938.75,1.75,1.82,12.06,1.88,0.042,19958,1
24.87,52.18,1205,404,12929,19431,938.753,1.73,1.8,11.91,1.858,0.042,19959,1
24.82,52.41,1191,400,12927,19432,938.752,1.72,1.78,11.81,1.842,0.042,19960,1
24.78,52.6,1212,408,12926,19428,938.75,1.67,1.73,11.48,1.79,0.04,19961,1
24.75,52.77,1239,411,12928,19427,938.736,1.64,1.7,11.26,1.757,0.04,19962,1
24.72,52.93,1224,408,12926,19432,938.732,1.58,1.64,10.88,1.697,0.038,19963,1
24.68,53.03,1231,408,12931,19433,938.723,1.55,1.61,10.65,1.661,0.038,19964,1
24.64,53.17,1235,408,12924,19420,938.727,1.53,1.59,10.53,1.642,0.037,19965,1
24.62,53.25,1201,415,12924,19421,938.736,1.53,1.59,10.51,1.639,0.037,19966,1
24.58,53.35,1243,417,12926,19422,938.739,1.5,1.56,10.33,1.611,0.036,19967,1
